URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,74,34,0.3703703669410151,0.08605577682385993,23.5,0.0,9.4,23.5,0,1255,0.8788029925187032,95,5.791153415453527
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,70,39,0.2844036671155627,0.12499999985665138,17.625,0.0,7.050000000000001,17.625,0,872,0.848078096400244,71,4.990780141843971
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,69,41,0.254545452231405,0.09725906269031027,19.976470588235294,0.0,7.990588235294118,19.976470588235294,0,1131,0.874085684430512,89,5.524734982332156
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,60,29,0.3483146028279258,0.09580193746415291,17.33684210526316,0.0,6.934736842105264,17.33684210526316,0,929,0.8894362342638205,130,4.901032179720704
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,54,26,0.34999999562500006,0.07092198575272873,21.949367088607595,0.0,8.779746835443039,21.949367088607595,0,1128,0.8596046629498226,101,5.231257208765859
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,46,24,0.31428570979591847,0.08557457202252497,20.903225806451612,0.0,8.361290322580645,20.903225806451612,0,818,0.856372218476062,69,5.131944444444445
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,30,11,0.4634146228435458,0.08333333316395664,16.17391304347826,0.0,6.469565217391305,16.17391304347826,0,492,0.8601645123384254,36,5.221774193548387
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,37,13,0.47999999040000024,0.10893246163631272,20.11111111111111,0.0,8.044444444444444,20.11111111111111,0,459,0.8777506112469438,35,4.95303867403315
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,70,40,0.2727272702479339,0.0863422291315995,26.604938271604937,0.0,10.641975308641975,26.604938271604937,0,1274,0.8818897637795275,147,5.0477958236658935
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,47,71,-0.20338982878483197,0.08160442594633165,18.80952380952381,0.0,7.523809523809525,18.80952380952381,0,1446,0.8242171189979123,98,5.3422784810126585
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,36,20,0.285714280612245,0.07188703456753912,20.74137931034483,0.0,8.296551724137933,20.74137931034483,0,779,0.9018126888217523,82,5.582709891936824
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,31,26,0.08771929670667901,0.0669800234230552,14.987804878048781,0.0,5.995121951219513,14.987804878048781,0,851,0.8387096774193549,81,5.161920260374288
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,67,26,0.44086021031333106,0.10520361979049364,25.35820895522388,0.0,10.143283582089552,25.35820895522388,0,884,0.906047516198704,114,4.949381989405532
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,70,23,0.5053763386518674,0.0902912620482609,19.759036144578314,0.0,7.903614457831326,19.759036144578314,0,1030,0.857066381156317,135,5.234756097560975
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,27,0,0.9999999629629643,0.07941176447231835,23.045454545454547,0.0,9.218181818181819,23.045454545454547,0,340,0.892416225749559,36,5.554240631163708
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,85,39,0.3709677389438086,0.15519399229637798,200.55555555555554,0.0,80.22222222222223,200.55555555555554,0,799,0.9412698412698413,98,4.806648199445983
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,30,0,0.9999999666666678,0.04651162783486569,17.214285714285715,0.0,6.885714285714286,17.214285714285715,0,645,0.875,46,5.312240663900415
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,16,6,0.4545454338842984,0.04356435634937751,17.658536585365855,0.0,7.063414634146342,17.658536585365855,0,505,0.8657799274486094,40,5.653314917127072
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,4,-0.1428571224489825,0.035897435713346484,26.666666666666668,0.0,10.666666666666668,26.666666666666668,0,195,0.8932584269662921,29,5.475
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,24,78,-0.529411759515571,0.11196487364219004,24.75,0.0,9.9,24.75,0,911,0.8831168831168831,71,5.229437229437229
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,17,17,0.0,0.07439824929015701,25.0,0.0,10.0,25.0,0,457,0.8808933002481389,50,5.075862068965518
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,57,39,0.18749999804687503,0.08369659975266207,17.43243243243243,0.0,6.972972972972973,17.43243243243243,0,1147,0.8761467889908257,92,4.989147286821705
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,41,4,0.8222222039506177,0.10180995452079196,15.318181818181818,0.0,6.127272727272728,15.318181818181818,0,442,0.8638743455497382,26,5.243323442136498
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,3,1,0.49999987500003124,0.015999999936,22.176470588235293,0.0,8.870588235294118,22.176470588235293,0,250,0.8973747016706444,21,5.095490716180372
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,24,9,0.45454544077135034,0.04302477178223628,23.26530612244898,0.0,9.306122448979592,23.26530612244898,0,767,0.862607338017174,60,4.958771929824562
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,25,8,0.5151514995408637,0.07638888871206276,25.916666666666668,0.0,10.366666666666667,25.916666666666668,0,432,0.8805120910384068,33,5.59967845659164
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,26,9,0.4857142718367351,0.15217391238185254,13.714285714285714,0.0,5.485714285714286,13.714285714285714,0,230,0.8847926267281107,12,5.263020833333333
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5,0,0.99999980000004,0.04587155921218753,14.363636363636363,0.0,5.745454545454546,14.363636363636363,0,109,0.8971428571428571,9,5.474683544303797
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,24,35,-0.18644067480609028,0.11706349183122323,14.357142857142858,0.0,5.742857142857144,14.357142857142858,0,504,0.8507936507936508,44,4.890547263681592
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,9,3,0.4999999583333368,0.10619468932571072,20.555555555555557,0.0,8.222222222222223,20.555555555555557,0,113,0.8926829268292683,8,4.891891891891892
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,54,20,0.45945945325054793,0.08809523799036281,19.64406779661017,0.0,7.857627118644068,19.64406779661017,0,840,0.8634294385432474,44,5.807592752372735
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,11,17,-0.21428570663265334,0.08022922613114834,17.548387096774192,0.0,7.019354838709678,17.548387096774192,0,349,0.8786885245901639,36,5.0349264705882355
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,22,38,-0.2666666622222223,0.10067114077068601,20.365384615384617,0.0,8.146153846153847,20.365384615384617,0,596,0.9103568320278503,49,4.919735599622285
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,27,53,-0.32499999593750006,0.07011393508316044,23.2027027027027,0.0,9.281081081081082,23.2027027027027,0,1141,0.8651115618661258,128,5.49563191613279
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,42,22,0.31249999511718757,0.06645898227782038,25.318840579710145,0.0,10.127536231884058,25.318840579710145,0,963,0.902682798527091,68,4.812821980538065
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,36,30,0.09090908953168046,0.06818181811138242,17.76829268292683,0.0,7.107317073170733,17.76829268292683,0,968,0.8519402985074627,73,4.985586822237474
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,24,7,0.5483870790842877,0.05973025036660838,14.209677419354838,0.0,5.683870967741935,14.209677419354838,0,519,0.8690835850956697,67,4.6696935300794555
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,46,7,0.7358490427198294,0.06946264735325997,21.08955223880597,0.0,8.435820895522388,21.08955223880597,0,763,0.8658008658008658,39,4.672328379334749
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,32,6,0.6842105083102499,0.15261044115417494,29.3125,0.0,11.725000000000001,29.3125,0,249,0.8861480075901328,22,4.776119402985074
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,42,16,0.4482758543400715,0.0564751703442306,23.014492753623188,0.0,9.205797101449276,23.014492753623188,0,1027,0.8706079196876743,109,5.272040302267002
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,25,69,-0.46808510140335,0.15588723025557674,12.973684210526315,0.0,5.189473684210526,12.973684210526315,0,603,0.8570190641247833,47,4.911764705882353
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,57,24,0.4074074023776864,0.1207153500436433,14.584415584415584,0.0,5.833766233766234,14.584415584415584,0,671,0.87109375,35,4.652715939447908
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,21,34,-0.2363636320661158,0.0678175091642201,21.535714285714285,0.0,8.614285714285714,21.535714285714285,0,811,0.8764044943820225,97,4.997512437810945
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,30,26,0.07142857015306125,0.055281342492318516,17.597560975609756,0.0,7.0390243902439025,17.597560975609756,0,1013,0.8469387755102041,62,5.358974358974359
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,25,80,-0.5238095188208617,0.16380655200654204,13.151898734177216,0.0,5.260759493670887,13.151898734177216,0,641,0.8576131687242798,51,4.956689124157844
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,45,30,0.19999999733333337,0.07894736833795014,25.56451612903226,0.0,10.225806451612904,25.56451612903226,0,950,0.8820160366552119,96,4.866876971608833
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,24,15,0.2307692248520712,0.07862903209953824,29.384615384615383,0.0,11.753846153846155,29.384615384615383,0,496,0.889281507656066,26,5.277486910994765
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,36,27,0.1428571405895692,0.07787391832154028,29.7,0.0,11.88,29.7,0,809,0.8812922614575507,48,5.499158249158249
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,33,50,-0.20481927464073163,0.07437275978998856,21.858974358974358,0.0,8.743589743589743,21.858974358974358,0,1116,0.8672520661157025,138,5.227565982404692
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,20,12,0.24999999218750027,0.011084170415280856,17.75897435897436,0.0,7.103589743589744,17.75897435897436,0,2887,0.7763522012578616,177,5.004909038406006
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,41,51,-0.10869565099243858,0.08526413337788309,21.228915662650603,0.0,8.491566265060241,21.228915662650603,0,1079,0.899021123132406,89,5.093076049943246
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,30,78,-0.44444444032921815,0.09999999990740739,25.1,0.0,10.040000000000001,25.1,0,1080,0.8707964601769912,67,5.652722443559097
91,https://insights.blackcoffer.com/human-rights-outlook/,3,3,0.0,0.06315789407202217,17.666666666666668,0.0,7.066666666666667,17.666666666666668,0,95,0.8666666666666667,5,4.955974842767295
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,28,3,0.8064515868886585,0.06224899585893776,18.512820512820515,0.0,7.405128205128206,18.512820512820515,0,498,0.8090803259604191,53,5.134349030470914
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,38,34,0.05555555478395063,0.06956521732409157,15.25,0.0,6.1000000000000005,15.25,0,1035,0.8962124938514511,73,5.01912568306011
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,44,14,0.5172413703923902,0.04974271007740762,18.72340425531915,0.0,7.48936170212766,18.72340425531915,0,1166,0.8589108910891089,96,5.185227272727273
